Product_Name,MRP,DSP,Discount,Ratings,Reviews,RAMGB,ROMGB,Warranty in Years
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,,114900,,616,41,8,256,1
Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRYT3HN/A,,144900,,388,22,8,512,1
HP Victus AI 31 TOPS AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV,73930,60990,17,207,24,16,512,1
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin,74990,45690,39,5,1,8,512,1
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an,59990,38990,35,1928,236,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,93690,59990,35,435,52,16,512,1
DELL 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,86927,67999,21,182,12,16,512,
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and,61990,39650,36,6578,552,16,512,1
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ,99999,54990,45,295,39,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th,50990,30990,39,3097,287,8,512,1
Acer Aspire 3 Spin 14 Intel Core i3 13th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) A3SP14-31PT-3554,55999,44990,19,106,8,8,512,1
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ,99999,59990,40,295,39,16,512,1
Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Hom,,99990,,28,6,16,512,1
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,34990,17990,48,1711,204,8,8,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Wind,110490,71990,34,233,34,16,,1
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ,66990,41490,38,1095,75,8,512,
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig,59990,34990,41,1545,133,16,512,1
DELL 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,69131,48490,29,477,22,16,512,1
Primebook 4G Android based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt,23990,16490,31,17,8,4,,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ,,44990,,151,34,8,512,
Acer Aspire 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-50CP Thin and L,65990,42100,36,817,60,8,512,1
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and,58890,33490,43,1850,101,8,512,
Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,,114900,,616,41,16,256,1
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an,59990,38990,35,1928,236,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,93690,59990,35,435,52,16,512,1
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap,48827,36490,25,384,31,8,512,
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light,29999,21490,28,1211,112,8,256,1
DELL G15 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce,138490,121639,12,7,0,16,,
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ,99999,54990,45,295,39,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
HP Pavilion AI PC Intel Core Ultra 7 155U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0028TU Thin and Li,104048,72990,29,20,3,16,512,1
"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, A-Part Metal Body, Intel Core i5 13th Ge",86990,64990,25,56,5,16,512,1
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS | ,50990,37990,25,1645,103,8,512,1
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRYR3HN/A,,134900,,388,22,8,256,1
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,34990,17990,48,1711,204,8,8,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Wind,110490,71990,34,233,34,16,,1
Apple MacBook Air Apple M3 - (16 GB/512 GB SSD/macOS Sonoma) MXCU3HN/A,,134900,,388,22,16,512,1
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321,61990,41990,32,4247,461,8,512,1
Apple MacBook Air Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXU3HN/A,,134900,,388,22,8,512,1
Primebook 4G Android based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt,23990,16490,31,17,8,4,,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a,86590,56399,34,796,49,16,512,
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th,50990,33990,33,1587,150,8,512,1
Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ,,119990,,235,45,32,,1
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an,82490,49775,39,1851,140,16,512,
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,34990,22990,34,761,135,8,256,1
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho,88997,66990,24,20,1,16,512,
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI,,193990,,54,6,32,,2
Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) V15 G4 Thin and Light Laptop,62100,46990,24,339,26,16,512,1
Lenovo Lenovo V15 G3 IAP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA07RIH ,92299,58448,36,226,24,16,512,1
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an,59990,38990,35,1928,236,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,93690,59990,35,435,52,16,512,1
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and,47000,34499,26,858,67,8,256,
Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th,,102240,,200,17,8,512,1
Lenovo Chromebook MediaTek Kompanio 520 - (8 GB/128 GB EMMC Storage/Chrome OS) 14M868 Thin and Light L,30790,23650,23,2379,206,8,,1
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ,54490,37490,31,224,17,8,512,
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ,99999,54990,45,295,39,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin,57990,38900,32,35,2,8,512,1
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,34990,17990,48,1711,204,8,8,1
HP Victus Intel Core i5 14th Gen 14450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo,109078,85990,21,48,6,16,512,1
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,34990,17990,48,1711,204,8,8,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Wind,110490,71990,34,233,34,16,,1
DELL Inspiron MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530,74109,52990,28,262,14,16,512,
HP AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home) 15-fc1004AU Thin and Light Laptop,54552,41790,23,29,3,8,512,1
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Aspire 3 Laptop,39990,32490,18,29,0,8,512,1
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig,73688,64500,12,2395,171,16,512,1
Primebook 4G Android based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt,23990,16490,31,17,8,4,,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li,89356,65990,26,288,23,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Wind,110490,71990,34,233,34,16,,1
HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ,157945,119990,24,235,15,16,,1
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,34990,22990,34,761,135,8,256,1
HP AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon AMD) 15-fb0153AX Gaming L,70302,54999,21,5,0,8,512,1
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom",66472,48890,26,814,43,8,512,
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thi,73990,45990,37,8310,475,16,512,1
DELL Inspiron AMD Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Laptop,,45870,,316,48,8,256,1
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom",65973,47990,27,372,19,8,512,
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an,59990,38990,35,1928,236,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,93690,59990,35,435,52,16,512,1
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 16IAH8 Laptop,83890,57990,30,3,0,16,512,
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,56831,42990,24,211,15,16,512,1
ASUS ROG Strix G16 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID,153990,122990,20,143,12,16,,1
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ,99999,54990,45,295,39,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/DOS) 255 G10 Laptop,32916,23999,27,,,8,256,1
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ,59990,31940,46,578,29,8,512,1
ASUS Expertbook P5 full metal AI PC Intel Core Ultra 5 226V - (16 GB/1 TB SSD/Windows 11 Home) P5405CS,179990,86990,51,25,3,16,,1
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2508TU Laptop,54999,35990,34,10,0,8,512,1
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,34990,17990,48,1711,204,8,8,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Wind,110490,71990,34,233,34,16,,1
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li,69990,49990,28,59,8,16,512,1
ASUS Expertbook P1 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70611W,89990,48990,45,862,79,16,512,1
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ,49999,30850,38,2166,163,8,512,1
ASUS Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ531WS Laptop,70990,51990,26,,,8,512,
Primebook 4G Android based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt,23990,16490,31,17,8,4,,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home,59327,49499,16,14,2,8,512,1
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor,127990,92490,27,411,26,24,512,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a,75000,49999,33,2480,127,16,512,1
Ultimus Neo Intel Core i3 10th Gen Neo - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-BK Thin and L,35999,22490,37,13,2,8,256,1
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,34990,22990,34,761,135,8,256,1
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Ligh,74990,34675,53,43,2,16,512,
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 10) 5470 ULTRA SLIM Thin and,38990,19980,48,82,8,4,256,
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
DELL Intel Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Pro) 5470 Thin and Light Laptop,48990,21990,55,118,9,8,256,
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an,59990,38990,35,1928,236,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi,93690,59990,35,435,52,16,512,1
Colorful Evol P-15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI,99999,63990,36,117,31,16,512,2
Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light ,52990,28990,45,23,1,8,512,1
HP Professional Intel Core i5 13th Gen -1334U Turbo Boost with Finger Print - (16 GB/1 TB SSD/Windows ,66889,57990,13,12,0,16,,
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic,256999,239990,6,14,1,32,,1
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ,99999,54990,45,295,39,16,512,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi,104890,67990,35,233,34,16,512,1
Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap,98290,51490,47,10,0,16,512,
Primebook 4G Android based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt,23990,16490,31,17,8,4,,1
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF,89990,73990,17,22,2,16,512,2
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,34990,17990,48,1711,204,8,8,1
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Wind,110490,71990,34,233,34,16,,1
